Brand,Title,Selling_Price,Price,Discount,image_indices
Okane,Solid Polo Collar T-shirt,494,549,10%,"['1q-zQMfMfHZZsavdiqJqMgmxcoeYtX7_K', '1TjWJSgpE7PMsvsIrgyp4PKyWHCifQRU8', '1hMn9KpqTqhOxjOH5AEY7DHgJto7ZGMK-', '1JH_e3KdY_FmItlxWkGA-qPDTZeu8TDMz', '1tPfWusfKjublC_LymZSSopck1UgAgVHx', '1cbgIMTjzK78Q7cBmiTB0A14kteMoJFyw', '1yLLZct6Bi3l-lNqyo9JwMnHwUgKIaZ2M', '1lrj6t2sQ3aKimpD0pCY5GaManNzIe-TS']"
ether,Men Henley T-shirt,299,599,50%,"['1KxcPGnHkttxit9WaJy5KWgBgssnfDBll', '1Tf7PM8M1z_zIF7ypD7OnNbKc6DtE-Sn4', '1G1SfMxnmAYL8hCoaUfBx_EevUxQ8in3g', '1r38eaIr9pBmJZYJY_TUEvOhx2kCVieSY', '1UgYg-HKFgMI8MvLXlS3SgYF_gkDR5oNq']"
HERE&NOW,Printed Round Neck T-shirt,299,749,60%,"['1VCJdZyg8Qcmi5VykM_JjwJxq28_T3xbN', '17_YjgooYvfBPigJLvkwrYi1P7ARG4fit', '104iQw16JM_yUdVQDBP2Bipt_chVi5pjK', '1VCJdZyg8Qcmi5VykM_JjwJxq28_T3xbN', '1TLS5z1H9Gfo40xjxX3ExJklr-q6RACi8', '1lG7ykGTocFrnSUpnwTij-mGhaCoqQMc7', '1tmuOUHqEY8WrUPI6zp7LyaI_ivkLw2pt', '1tuD83Ei77YOsVLM6ipeH99_b_25ZZG1h']"
Roadster,Colourblocked Polo T-shirt,999,999,0%,"['11rSUOtjn4wORo31S3iAyxpHq4mvJX-Tp', '1TE3TrCZUZW-Y7VYXK0dOKtq66soDDLn1', '1DAys7W33oanZlFZ9y5U0rpJuKRIDZeh1', '1Uw22EAeeGhO0s1ifkaIVkv31ypKBwusR', '1QJUmu79atSI8DDs_f99wZzTVfYSc352a', '1iI72L0yU5U7cCmb9ggrbm2bdc5pYVIxM', '1o_Z6Uxrixyx9TOd2oD5Age9Ptz6pOi9B']"
Puma,Printed Logo Split T-shirt,779,1299,40%,"['1msnMedl41-qE3SCLcC9abCowTBM-IUVC', '1ouOse1JnD34-a3IePM2mhI8FFtU5Shln', '1ouOse1JnD34-a3IePM2mhI8FFtU5Shln', '1qUME1eWHahWRui40QYQWV-WezqTBoNeB']"
SG,Printed Polo Collar T-shirt,854,899,5%,"['1UFbcPSK6euPEtL56thS5Wzf_9mdqe-PT', '1Ugu_eq-Qps2jwu95ruFM2UkbM8ZbIXZU', '1cWhs6PKaWE2jn0lsMsCa8LTr2tIM44Wd', '1xNHvcQgMMKgB5SGjhv9gmvyr7G_e3c7I', '1Thbd2qrxXKA_imzhwZByulTv25JSTOP_', '1R1ZnecaoKDmxwZa_8z325ORPyCNT24Yi', '1K5qVULRAk1IryJAsH5OFsyGcEQlnMVnr']"
Timberland,AF Elevated Embossed T-shirt,1679,2799,40%,"['1UIlWGaK-khXx7aR883ZYC9Q_2UFFBVcd', '1Qoe0Is_tgH7lOaNTIpPfhxXdN9e_E0z8', '1_-Af3srIdAjWnO30Cg9iU64JohBqH9e2', '1WOsh_R28Aimh9gC0sgLG8xFSZaIKlJk8', '1A158H2A9pw_UR7pu1bGwlr8PEcy30-th']"
ether,Lightweight T-shirt,324,499,35%,"['1WXlQE1UVRs-sY7xzW0zSmxGf2EZT_IXr', '1HM-BtrKJPYNn3t5e-_79ddx8dD4nbQ54', '1FeLNtw_rzK-4C9ZPUb8fZcUlnD4W6wt3', '1Ugu_eq-Qps2jwu95ruFM2UkbM8ZbIXZU', '1S8gJgLelS_d7A8klbN0-3-1hcELNRkWy', '12MNn_FZLdpU6OB1NF-sOpPJb7mHj0hHY', '1rOO_jITvvlvm8un2BfTIJdeqBz-r5BtO', '1T6bbm97-oJNH_skbfrqiE_YC1vDZnZCf']"
Roadster,Solid Round Neck T-shirt,499,499,0%,"['1W-yClAQ_0D3NqRpaZqTVGIzljU8L02GL', '1weQ-Ki5EWCEOSKNyQ1_YvTVzdJ0Bbh15', '1DfPbJ_ARqfRJIyYt3VoXbsGT4XC1FZKF', '1g2WcR8QR6IsfAvgxmAbocL0tVb8eufnK', '1Devo_L8ywhjhbjDHb7nebWz98urUtjxn', '1D7QQxiOXIaSR-FBjYLWj9t9CJ2ORhN-M', '17uEsx6hwk_dUf4TIrkldvhkhMGcSRxnP', '12oqT8hiLlUVDy_sQJ6mSdalUb6lIZ3vO']"
The Souled Store,Adult Colourblocked  T-shirt,629,270 OFF),Rs. 270 OFF)%,"['1Z1vaRyPoWII60nXTI4xRwAHmnOQRSFhH', '1W9dm9JNrHLhGdQDt-0Xazi2aldcc-435', '10QSZIcUbm7_aD2_foEBo6839MoLGTG4i', '1RDnvUNQVIHE1oNgy8rhgstudkgnhEbVJ', '1UaAZvdmSHlzmwfs-QT5XHfwRoOPX-SAP']"
DILLINGER,Solid Round Neck T-shirt,539,1199,55%,"['1lQkBDYub_Ho7teXcV-M00H62l9fHMmO8', '1PC-cpAJYzfNFDGASNv6urae-vnDQL2si', '1bX8gCHoIZLMoAHRcbmWotDAr8zezcLpP', '1uDQ3KG9ss5zjI8EcMp1B18kh7am29rZ6', '1nzmrK1ldYjoDK4jE107xLdtRkEQgRjNo', '1Bg85Fkr2XNHL8m3Eteg6WTrho8SelZFd', '1F0FeYbP6xnsOtDWXlgCDbMW5y752JTA1', '1YraSlu_5WPVHiArK9TwDWiuVbUpdw9t6']"
FIDO DIDO,Slim Fit Polo Collar T-shirt,637,1449,56%,"['1PC-cpAJYzfNFDGASNv6urae-vnDQL2si', '1hPn9odvxCRXklea7w6jRsALdVEpQv0oX', '1F7qnBsTgfLoFoyiYGGUPzwMv1nQpC_20', '1iwRHBmv2-BL8cLi1-DlqU1uG35PGkUp0', '1yZdflA5j40p5Gs3t6T-TMPUikcM3mHDP', '1BHrFLqYSXFxCoagSpsUx0Dz6caZ89pIq', '1Wi4FnRk2Pc3w3Fh3Y-TP9NmTZbToWtWf']"
H&M,Long T-shirt,699,699,0%,"['1rEpVpnmd_Mdj-AIeZpWI_PVm-0HMTJbG', '1MH6sLCriGWBekt-yoRU5G6U72KycF_Ss', '1MKrsNljh7iQimduLRT7TWniFt7QByh-G', '1FpMCpwCMddelBfl96I69NJ9cw5Z9V3JG', '19LM7GJpuAy1gUAlrYSPtwsNM-H_0I3Vk']"
Roadster,Solid Round Neck T-shirt,249,499,50%,"['1A689ZnInae_syzXYTf3QC3uzlXFt2Edz', '1TOJp_GBEwG1Dy00ssdUgNTb95NGdSQ86', '1yQ-FpW9C3P-qTPhi_ljS9mhf2zGEc861', '18qlevUlQzT1-PABzDuu72i-EbD-AMuM2']"
Moda Rapido,Striped Polo Collar T-shirt,999,999,0%,"['12Z0hCI41KErGq48Pm9W464VJMurJqE_X', '11nPojmO4L_1tM9OIIh_JFFKT_BnsYkM8', '1PJAQoHJuJU1MjcUKOZgy5QdP1rVVPkri', '1vXultWVc-Tp9iRGz27w1WTvC5LrvanUE', '18qlevUlQzT1-PABzDuu72i-EbD-AMuM2', '1WXlQE1UVRs-sY7xzW0zSmxGf2EZT_IXr']"
Superdry,Embroidered Round Neck T-shirt,2399,2999,20%,"['1Ti6GISg_P9C1-hF8RjRFfRhfrdPbRQYY', '1u8_Mz6Yp1Fbvh9aP9H6OxSMtrSHi8Y6T', '10J4_0a6wYxwXhGkKgd1EOdBbl2-_QCx5', '1JQxvb4KsyV9e_cI-dSUfjXYoqpuGHbd7', '1ENxIhyDaCk_BC8Wk6TJrkqeM2Sw-lsMy']"
HERE&NOW,Colourblocked T-shirt,339,849,60%,"['19pmkBYj-LZ86EOvNIAvcwiqfc9TiwaBr', '1KEv-ThcIOQ18m89mU_WUKdNVAvQpFPjS', '1sxDrnY-bqNbgU2RUQbGKlY5RsP--Xj89', '1L0J58f3lCQPWx38pCafeePFJEwNMplKR', '1VABRFzRaxgyGhaut3-cgntVwR5el6uSI', '1MT2VzwnaqKxubvbYON5adQgmfv9mBrCR']"
Roadster,Striped Polo Collar T-shirt,649,999,35%,"['1QJUmu79atSI8DDs_f99wZzTVfYSc352a', '1RryHa0f7UFcYQJX8qTUEc_6cQC3XOCVZ', '1PQJ2WBiKk0czVcJrOOYrLAEiVT6U-NgM', '1OH9dP-Z0oWaRRN6oz5lGzUDrubYd6BCe', '1BFo9CiU5xcMa9zULnLLpeP3C28TWcgNw', '1QUEbL-lHEtFmJaqEIEJW9zdkvIGRL8vu']"
Kappa,Men Pack of 2 Solid Tshirts,1598,1598,0%,"['1BzOP2Zze9povFVlCkGt8E5yiZahFdFIT', '1JH_e3KdY_FmItlxWkGA-qPDTZeu8TDMz', '1nl-8PTxXpFon0DKkGXhERjo_TYDHEKXE', '1Jwyrjnehg1h9QwOxsiu68vL02FApz24l', '10jnxTl7DHBiGhzn31Zrh_JrVtlIEpDin', '18qlevUlQzT1-PABzDuu72i-EbD-AMuM2', '1r7lqrqqdVUkvbSWIyCKZNeMDOGshWe3h', '1rQp9kKXnIuvf1uUOpus5KAgLVvFIjmDn']"
Moda Rapido,Printed Round Neck T-shirt,519,649,20 %,"['1WmmCYZaymlgjVyQ-xHy0qAHlUPiFgaBT', '1EFxx5BCD5hV6USXtXDI1K-2DvVYLscIu', '1osKfRL8FZq6b8d_yqXEq91YFxycZQOkm', '1kLljXduOlSj2FT9bLKZkK7kYfFiflyJD']"
Jack & Jones,Printed Slim Fit T-shirt,824,1499,45%,"['1tmuOUHqEY8WrUPI6zp7LyaI_ivkLw2pt', '1sxDrnY-bqNbgU2RUQbGKlY5RsP--Xj89', '1BvAklHmvGXYAfz2ylK_Sq7Yv3N8y21Ng', '1VFtDzcwf7zBAbka3M230dwF6Y_JAvzin', '1Q9KPLfALvmlTEbASxg-DH7tOfC2DY7yX', '11jIza0LhXtujI6iCsHqZ831MsiZ8sxD4', '1Uk2-64XfecNLJllv2oAONExx_M6BEJ8u']"
Campus Sutra,Printed Round Neck T-shirt,419,999,58%,"['1GZUnRrSE5M80utMGmLDsfhntlSlPpX2t', '1KaqqTMWf5C4KfkTLFfxQCUSGbXfOQiXf', '1K5qVULRAk1IryJAsH5OFsyGcEQlnMVnr', '18IKDdXyCDT0dZY4HaGls4xZf0xxfYHCO', '1RstbZPcjFpMzy1prnJ8nuF6XHealSwO-', '1Bg85Fkr2XNHL8m3Eteg6WTrho8SelZFd']"
WROGN,Self Design Round Neck T-shirt,844,1299,35%,"['1SaPWq4kCyf5NA7Ar_Ms6mXSX8q7OQLDr', '1vXultWVc-Tp9iRGz27w1WTvC5LrvanUE', '1nl-8PTxXpFon0DKkGXhERjo_TYDHEKXE', '1oeDaM51JR9GtgJCtrXaVWUhyzxpC09YB', '1BzOP2Zze9povFVlCkGt8E5yiZahFdFIT']"
ether,Printed Round Neck T-shirt,479,799,40%,"['1Bg85Fkr2XNHL8m3Eteg6WTrho8SelZFd', '1dkbEpLCvT6VudDgpFdFD3znXSSfnDs9-', '11jIza0LhXtujI6iCsHqZ831MsiZ8sxD4', '1ZrPtyCxzsVZOzgaXVPtdDcNrk8lLevcJ', '1Ugu_eq-Qps2jwu95ruFM2UkbM8ZbIXZU', '1tmuOUHqEY8WrUPI6zp7LyaI_ivkLw2pt']"
GANT,Printed Polo Collar T-shirt,3199,7999,60%,"['1YrHg2x_BbybfOPwzG_YrTxJFc1NVRW_u', '1ChRdMaahqvOEIohUSdrJf8rMButcnEEI', '1MCTeCrXw0Wg0275u3eASNhmFGdnrss5b', '1H3pZzAvkTRdx9z2UmjBv6vSZ7IrNjg7_', '13tYZxeNAIltIpxe4HL1QobKmCwogUx2T', '1imwHRO6YZKPoyw6Zme44CqaPkeMaLIaJ', '1tdhhBvplp5RPJJjvHnkjvQZysCFo1V_g', '18wq8YjbjxT4BjKSRGLoS_VJh_WQ5iImh']"
Roadster,Striped Polo T-shirt,629,899,30%,"['1dYRSJAoQj7bsRevrwsoopHePvo4bEaVG', '1xwF1Iu9NgD5MRRacV0IFp4yH8V42pKKw', '1TE3TrCZUZW-Y7VYXK0dOKtq66soDDLn1', '1JH_e3KdY_FmItlxWkGA-qPDTZeu8TDMz']"
WROGN,Solid Polo T-shirt,844,1299,35%,"['1vM3TXHZqE8pbz57vni9QZcMMBmVvJDMt', '1xNHvcQgMMKgB5SGjhv9gmvyr7G_e3c7I', '1amDtEEiwyaxbxnrsZWW1QPHNFz8IQVS7', '109jg4SByzV4EVrxo_PFESCJGP1xe6tsk', '1nPix_8Tdx9mgLgVlngqEIiJkv_Wkxkmh', '1rg23vufvSez5qOpqH2jVedF1EdrUZgs9']"
HRX by Hrithik Roshan,Printed Yoga Bio-Wash T-shirt,699,699,0%,"['13E49lKWgmt-Vx8BYT5ZNxIMsYYjUiJKr', '1cHTZtEXlY9Aekm9eVgcItCNqvPFyHn_A', '1uoDU8zAKcAT_T8v5G68d_uNLuGrY-3ng', '1BPXscBOKfbEE_Ku4AzjYch0PXXJcvUM6', '11Zzj0QS-7iHTKp1moVPUzY9k89RvIgBa']"
H&M,Solid Slub Jersey T-shirt,799,799,0%,"['1E6Hpevh92q1UE2-yPyX9lRl_7AlKxwZk', '1iEZbM2lAp_2IOaht7Zz08imaBH9woe9s', '1KxcPGnHkttxit9WaJy5KWgBgssnfDBll', '1mJ192M9S5lCK8kw3I8B20uVbdcIBXpcc', '1qJGLyO1euMgTDo4llgT8KiPFf_LHZuu1']"
ether,Solid Round Neck T-shirt,239,599,60%,"['1b4IaWB7eJ-HU6dP09d3EELj6IQ4X7sUt', '1yZdflA5j40p5Gs3t6T-TMPUikcM3mHDP', '1LB5YCUovCCq5nDYjkKnT66hK_2XEDZwy', '1PC-cpAJYzfNFDGASNv6urae-vnDQL2si']"
Roadster,Men Printed Round Neck T-shirt,474,499,5%,"['1d__y6RebIatDstC7Zaw5wEznb0c-O9W2', '1GJUuqUE-bA7cxZMISaj_2_-MT3FPAShE', '1PY23ShSEf_Pj-varFZ11QKLmCcDD7EXo', '1ze9fz4MKpnFK18eNqI2506pmcS39Uxj1', '1-kzG_LlwYxnAKvI9cHmfVNwy_czrHX1F']"
Duke,Pack of 3 Round Neck T-Shirts,778,865,10%,"['1ZzAokVfgIFfoY4_bpS2QIjqIUHNAHFik', '1UFbcPSK6euPEtL56thS5Wzf_9mdqe-PT', '1t81UGOUV_vSrs7eQtX_7MTQNUOGodgaf', '13wUlW8ybakDv9bjbqkojmDOB24k3jPVQ', '1UhDbV7BlumrLFihaNloF3jNUKwT56LRy']"
HRX by Hrithik Roshan,Yoga Bio-Wash T-shirt,699,699,0%,"['19DXktJ2O8DYmScb-v2QGMj4HpAZ6gO18', '1Jombwc5hh5DPwNfEGL88rZUmVrGNlq4e', '1KaqqTMWf5C4KfkTLFfxQCUSGbXfOQiXf', '1dnFQ0U1i5NDZGETq0tgkEBcpiZ5MyLds']"
Nautica,Solid Polo Collar T-shirt,1399,2799,50%,"['10b0EEwqZbWquKiTtz2arPE9MS7ahlhiw', '10j_mtqcB5heXwnZ_NrF7sNpD8fe2bvMG', '1w1q-gxkMlMyknTjUB7YQPgnAc9tmWiX5', '1EFxx5BCD5hV6USXtXDI1K-2DvVYLscIu']"
Roadster,Pack of 2 T-shirts,494,1099,55%,"['1e5IM_wQ0hS0UJNLYy7BDi-7g59OvzUnM', '1Bg85Fkr2XNHL8m3Eteg6WTrho8SelZFd', '1mJ192M9S5lCK8kw3I8B20uVbdcIBXpcc', '1SF_M6Ut2zAxcvxh_ORC9YVqcgTwcWy3G', '1LJz8zyiGy87bGud0htEOU6o9pQeoxzXw', '1qWW_1lSdqaB8cd2xavgGjn4F_eX57Enz']"
Moda Rapido,Colourblocked T-shirt,454,699,35%,"['1gEL5qEe6K3cFh-TxpyrRXp3bh15HT6XI', '1SdhOmoL4xg5BGZ_u4seWzHGDHSML-4t8', '1sT8633SYL285eQn1MCxDxm906pqp9UOn', '1Thbd2qrxXKA_imzhwZByulTv25JSTOP_', '1rTNrszwKOpeXsJ61qDcmow52Pf-pTmqh', '18gGVULl--frIjP3Z_eoe-6MQxOeR2-Ek']"
H&M,Long T-shirt,699,699,0%,"['1K5qVULRAk1IryJAsH5OFsyGcEQlnMVnr', '1pMUROCRoPlfpnbZeMWl-IK4tvIH_9c_K', '1CI9bOf1UdU5SkFqehfu0Vre07c_MgvRZ', '11vUTAMCWtnbYdPljrz3fLtQt6uuv2eES', '1rdW80out5Ow3ao5Fu24vKKkUszWQMp4u']"
Difference of Opinion,Round Neck T-shirt,549,1099,50%,"['1d__y6RebIatDstC7Zaw5wEznb0c-O9W2', '1eMR7fn5qhOTqMEkB61Y1q-_R42DAy_wj', '1Bg85Fkr2XNHL8m3Eteg6WTrho8SelZFd', '1M3MnMg2VTI0iDP3SmOfAqc6o4plp2iUb', '1-c6bt4DzR7f529mVsXcnr8flDzWhxh5j']"
Roadster,Solid Round Neck T-shirt,499,499,0%,"['184r1cEgX7nI3hZwU3s0Zi5JEZ09Q1ylc', '1v6Co6DezKB0pq-DnJcdJ1pRHqdF-MtL9', '13wkiWY6Ol2r3BiEwlLh8-CeP_M_KHE3v', '1rDGiaewySpborjwrc1WbZdXN-yjjsg7t', '1X9Q4weOqzknhH9OF4a8bgVTgjD7FYtdA', '1zwaYClOAQluSdwUV0p7T4AXp-2-HH_VF', '1F0FeYbP6xnsOtDWXlgCDbMW5y752JTA1']"
Difference of Opinion,Round Neck  T-shirt,549,1099,50%,"['1QJUmu79atSI8DDs_f99wZzTVfYSc352a', '1Ogge6S89ccf69dbeYi1j4ZIOsLYbCj4L', '1ztYb4bO-istADcWn9f05J1yair80Kch7', '1b6WYjvwCuYI7jVXHResPuofKdW2tZNFP', '1LRgDbcxtlxXIp_IsDCgyz0YGqrgFN4Wq', '19DXktJ2O8DYmScb-v2QGMj4HpAZ6gO18', '1hcQU3f4lKcADID6nTVdWpW_mgGrthUbl']"
Proline Active,Everfresh Round Neck T-shirt,539,899,40%,"['1NoLH2g1576WhKxM1JdhNXS2PwUJkhxP-', '1_w7AOUmJRJYTdwd-cZYWOqSpptceiHo5', '1pzWJRU00jD85BGuXryyOiVHPEeZv-mYc', '1OPKHbluFeGdtUFW3Mm3RE6-nGdmmfO-1']"
Roadster,Solid Round Neck T-shirt,519,799,35%,"['1MT2VzwnaqKxubvbYON5adQgmfv9mBrCR', '17KVvwcKtmI2AQNZq7lFkdwGGkOazhA-F', '19QwvtO4xVHaOWK_0Cz9WnxcTXnKiT7Xh', '1rtFRlGxwD08vZd2k1CbIdNE6ucgMAHcy']"
Okane,Solid Polo Collar T-shirt,494,549,10%,"['1xTDXG9a3OsUOsxzUjWij2HOwX8-UlM_x', '10UH7siSOrKzvVyOCWXGahxvzW9dNleJ_', '1SkiV19VTR2gdhhvGgvOuYvMcXGlMxBvr', '1uDQ3KG9ss5zjI8EcMp1B18kh7am29rZ6', '1b9zzitv2sDJD1MzIEV9w1dE1vrceMDgd']"
GANT,Solid Polo Collar T-shirt,3849,5499,30%,"['1gEL5qEe6K3cFh-TxpyrRXp3bh15HT6XI', '1ylEtnv5sXLhpZg5TDUp6KAYWXP9eXp_y', '1hPgU0nKtJEDt90InrrohtFdpp5--MhlK', '1F7qnBsTgfLoFoyiYGGUPzwMv1nQpC_20', '1GsIFR9OPOcSSwHD1zXe3GRnifdvf5-RB']"
HERE&NOW,Solid Polo Collar T-shirt,399,799,50%,"['17uEsx6hwk_dUf4TIrkldvhkhMGcSRxnP', '1UCyfcgmG1bE05wkgPENgc7xrefbh5ZDP', '1skIrz9FUQn8MnB1gbRgMZsKm2wOL51-w', '1BcDqeKOpVXe0HUdZ1Scame00yAmrxIDL']"
Roadster,Men Pack of 6 T-shirts,1755,2700,35%,"['1qoGHYgZU0Vv7yz1E-LwtDTih_nG0D6Ta', '1PJAQoHJuJU1MjcUKOZgy5QdP1rVVPkri', '1XyxeA_DXOtuyh6HU17TGnJtZMgaT5Xhl', '1TLS5z1H9Gfo40xjxX3ExJklr-q6RACi8', '17Hcu56BB8b-WcvGJiir46g5xRdAE2YQx', '1hS3yx4PsXsk-_QSNS7-kwdOrZwGk9tbh', '1iwRHBmv2-BL8cLi1-DlqU1uG35PGkUp0']"
H&M,Round-Neck T-shirt Regular Fit,399,399,0%,"['1WuSwh2jY4BMHpotWqjs59tnVS3n4Ms1M', '1oPyUhuEl4-uInCoyqns-OSQ4SITD1oTF', '1ylEtnv5sXLhpZg5TDUp6KAYWXP9eXp_y', '1cWhs6PKaWE2jn0lsMsCa8LTr2tIM44Wd', '1eN1rz5-pBR7S81Xn_pZ2KazQZr6YSS8Y', '14eQa3G6GP6CtOkmGShQHlyLsuLojlEDi', '1UzpS7X39Yc_ujz57URtrDTRqBmUTj9XQ']"
Wildcraft,Colourblocked Active T-shirt,674,1499,55%,"['1LB5YCUovCCq5nDYjkKnT66hK_2XEDZwy', '1RstbZPcjFpMzy1prnJ8nuF6XHealSwO-', '1iI72L0yU5U7cCmb9ggrbm2bdc5pYVIxM', '1G1SfMxnmAYL8hCoaUfBx_EevUxQ8in3g', '1ZVuRHVUjsEDq98AtbGAFzzIXaMPtBS-O', '1VBAOCaVkGlFUNTZXsXYgAFXeAfCqW0I-', '1bMulEX1ypHRppNayQVP14MBxoqtvrzzZ', '1aNNLwWCgjOGwmJ6obIff7hONg8jgPylD']"
Austin wood,Striped Polo Collar T-shirt,524,1499,65%,"['1lBnIw52XZKYCNNhI1jxNncNSlrYpHmp5', '1g2WcR8QR6IsfAvgxmAbocL0tVb8eufnK', '1X8gBKQOplVxjxXsN2eILHRZ3XTmhsvBu', '1twIt8S1a83L8hdqdl3q2HHwNBom6Nz_g', '1hS3yx4PsXsk-_QSNS7-kwdOrZwGk9tbh', '18ILdoHxEdXZDpgNBb-59zbwHKquT1GXA', '1s81uI78gRSDPaJlGlJJO5MM_Nxn5WVv1']"
Moda Rapido,Striped Round Neck T-shirt,279,699,60%,"['1xNHvcQgMMKgB5SGjhv9gmvyr7G_e3c7I', '1qkkT80-zv9xc68pYQCkMXsttkw9lP6Gd', '13SQ8V0GI5-c_mZxm4Ktq5t7wdZW0YcnI', '1yFcR6Icv1mK2Dz8myBPp99mfwslZxxN2', '1PLREXKD-imEvm1EBbJse-KvX7DhtqX2f']"
Roadster,Printed Round Neck T-shirt,474,499,5%,"['1ZsMjwqaUD9b2JBMaSjPIn8dYjZF3bzC7', '1afYgHdYPKkdWBIXpx771skegvEPVZ14H', '1lubDABZiToO7lbJnsGiZBr01GJWCzqGx', '12dxUJjyLFR6cq-qclf4u8fXjFhlcsT4i', '1TmCt2Hkh6Z-tV_iZRgIZkAfujfRDwev4', '1sxDrnY-bqNbgU2RUQbGKlY5RsP--Xj89', '1Devo_L8ywhjhbjDHb7nebWz98urUtjxn']"
Ecko Unltd,Printed Round Neck T-shirt,466,549,15%,"['1UFbcPSK6euPEtL56thS5Wzf_9mdqe-PT', '13V6_xfqCszoHeliaXbjmsVRSjqzD1-na', '1brhnZ7q3LoddyygqppApg8E7vd_BBSRe', '1DmGfGp6xSYFt4o3IK_qBl7WXKBgKK6sR', '19QwvtO4xVHaOWK_0Cz9WnxcTXnKiT7Xh', '14FUZXljEQKoTDgQFNKiG--3lH_3MlEx3']"
Superdry,DrySport Graphic T-shirt,2399,2999,20%,"['1rTzi1KBaSCVkbT5EerSN3Nmoxv6oWCal', '1Ugu_eq-Qps2jwu95ruFM2UkbM8ZbIXZU', '1iLgiwHk4LpiixEfHQoqQfJimGtNeIg2E', '106FKa3jC_5oGhReO6vOF0r_o6zcbU8AO']"
Mast & Harbour,Colourblocked Polo Collar T-shirt,439,1099,60%,"['1gu2iKkkgZf1RxNt_LRcyn87TJALNTaUa', '1Km2X-G56rUPHZmnw2zvEAqR_j_oEsly_', '1_s8ikj1pHPi1PKcy_JL7a31yn4Z1ZOGC', '1q-zQMfMfHZZsavdiqJqMgmxcoeYtX7_K', '1ZNaRF6FY-xL0AxjVzoQvq2lZIUqz5vd2', '1gu2iKkkgZf1RxNt_LRcyn87TJALNTaUa']"
Puma,Printed Logo Split T-shirt,779,1299,40%,"['1sT8633SYL285eQn1MCxDxm906pqp9UOn', '1UgYg-HKFgMI8MvLXlS3SgYF_gkDR5oNq', '1Fgz2B8_JANbWAVx4HU2dNh7FDMTw-owJ', '1RstbZPcjFpMzy1prnJ8nuF6XHealSwO-', '1zLzqEjo3bcZuP8lUiMQNeEDJ0WJWWfPN', '1i3MPLQKYD0H7EXvlVYioanlnTlE--iRA', '17uEsx6hwk_dUf4TIrkldvhkhMGcSRxnP', '1rkNVV7UwUSJCenMMNqTyQXqWiZR4ijSX']"
Roadster,Printed Round Neck T-shirt,519,799,35%,"['1kGRaXginhCfcoISYzrpMYK7Hfbj_kAwD', '1zLzqEjo3bcZuP8lUiMQNeEDJ0WJWWfPN', '1SsEmqzEWCJfo_TCzZTZMKAOgtnXo0SSe', '1iKnHjma6ZGIWhiPefwpRIBMM3eBpMO7i', '170R07jYE1BwxPdIDswkwdoksszvFSQOG', '1kLljXduOlSj2FT9bLKZkK7kYfFiflyJD', '16NrMgF0FKJUOOH4C_V1Ki-qLkb-EeI0l', '1vM3TXHZqE8pbz57vni9QZcMMBmVvJDMt']"
SG,Printed Polo Collar T-shirt,664,699,5%,"['1uxpeIllheLoeU8RZyEVDLz01VuMmRLbp', '184r1cEgX7nI3hZwU3s0Zi5JEZ09Q1ylc', '1ZMCTm1Ua1m2ES8LSIrJSNKf2oHMe-iID', '1NKMyrlUl-0OUfWVXDJdKf9IwDXNcqiuU']"
HRX by Hrithik Roshan,Rapid Dry Round Neck T-shirt,519,799,35%,"['1nBvVQsdHEmDMhQi9hg5TCHq78rISBRdx', '1T92pIUo_9SUQ-ji7s9yGTmW24Dm-R1hK', '184r1cEgX7nI3hZwU3s0Zi5JEZ09Q1ylc', '1zMLG-nD40_wxJtHJAZtpxFeHpyDHKicH', '1-c6bt4DzR7f529mVsXcnr8flDzWhxh5j', '1lTv6Vi5EkS5R6s0QxFoHWEYwalIWnS5Y']"
Mast & Harbour,Striped Round Neck T-shirt,479,799,40%,"['1k20qN0LxHAaQuCW28eGkBMh7hC7ov_D1', '12KOWKTPMnyCZpj9DC1VQLg348R5_ZMc3', '1m1y6teyKGpa_cItvHjOc4o1NcMRsRDSW', '1EoZDt48R3AVntSvLebojKAOosnV5SAME', '1GitudrSAvY5AAYkGqmq2kE4MNdn7OE1K']"
Roadster,Solid Polo Collar T-shirt,519,799,35%,"['1seRkdOHy_R8zpbVzlF1dnOCm2sfbutSj', '19e3w1n3SrGq3hHKeG3PHHzuUSKSJgScj', '11RsYL-0lqbaVrGzfBJgnVrvfQUwwU7xN', '18FaywfJZYD4p39ddWh58OgCM4nYCzma9', '1pMUROCRoPlfpnbZeMWl-IK4tvIH_9c_K', '1B7lBYP3Ty_UBT6wiph9rQBsw9ljAS6C1', '1fKYEUnf1V-L8KNGRuWvngKasee3ysF1E']"
SG,Striped Polo Collar T-shirt,806,849,5%,"['1JkLpjTYPwv-Z4bSODPaOwKF_mJ9C-yMU', '11x2iaWztmqJ3qh4PIDdUY1thyrB3m4fN', '1Km2X-G56rUPHZmnw2zvEAqR_j_oEsly_', '1KPX5czNmOtUCnguFPcVJi3wgwQSdqHJd', '1FpMCpwCMddelBfl96I69NJ9cw5Z9V3JG', '1jq6xLIPH0pIbu-UXQDZXgpyIB7_Fi78v', '1wlvAdiYM2hYhFYcULCnDCw5kxLXnkgdq', '1h459UudjSE2_L5dD3opvvzA4dYR6xUby']"
